id_event,id_sta,t_sin,phase,t_time
378,YHKR,3.698132018833813,P,3.43
379,ABNG,2.0061788084499246,P,1.78
379,TMKS,2.4030641624274747,P,2.87
379,CEGI,2.461610515406111,P,2.28
379,PSAG,3.3322908247615484,P,3.2
379,YHKR,3.5593733599419597,P,3.33
380,TMKS,1.3877939272063622,P,2.86
380,ABNG,1.5893948060357517,P,1.81
380,CEGI,1.7725218366784123,P,2.31
380,PSAG,2.537088606230791,P,3.14
380,YHKR,2.838419733290706,P,3.35
381,CEGI,1.0896159324553834,P,2.06
381,ABNG,1.9151797257924787,P,1.5
381,TMKS,2.9840561511565338,P,2.61
381,PSAG,3.455163131786531,P,2.92
381,YHKR,3.5958068746739946,P,3.0
383,TMKS,1.3829274549953117,P,2.75
383,ABNG,1.5770594925962702,P,1.68
383,CEGI,1.6421585017798308,P,2.12
383,PSAG,2.442866563349903,P,3.1
383,YHKR,2.726696763562038,P,3.24
384,CEGI,0.6947762556700617,P,2.37
384,ABNG,1.6772708793884943,P,1.88
384,TMKS,2.453442910923029,P,2.94
384,PSAG,2.9975024440202724,P,3.25
384,YHKR,3.1740788666694204,P,3.35
385,ABNG,1.7548293802242443,P,1.88
385,TMKS,2.140906521050158,P,3.05
385,CEGI,2.343227741362015,P,2.43
385,PSAG,3.255953103099735,P,3.35
385,YHKR,3.5301023959117406,P,3.44
386,ABNG,1.8606499371944907,P,2.07
386,TMKS,2.011788038629562,P,3.11
386,CEGI,2.3236461217455306,P,2.59
386,PSAG,3.0780409576718633,P,3.34
386,YHKR,3.341688682327351,P,3.49
387,CEGI,2.2855370924732927,P,2.04
387,ABNG,2.386147480103586,P,1.51
387,TMKS,2.6089472760564556,P,2.61
387,PSAG,3.2615750349644403,P,2.94
387,YHKR,3.4109474454543385,P,3.04
388,ABNG,1.8561157223532414,P,1.63
388,CEGI,2.1819342367899313,P,2.14
388,TMKS,2.3393257679508235,P,2.66
388,PSAG,3.220545560207562,P,3.06
389,TMKS,1.3589727013970996,P,2.82
389,ABNG,1.5593773726463926,P,1.77
389,CEGI,1.7418888974360889,P,2.26
389,PSAG,2.534633659888051,P,3.15
389,YHKR,2.8442695808602005,P,3.36
390,TMKS,1.4060408952310597,P,2.96
390,ABNG,1.6098926849278707,P,1.81
390,CEGI,1.7853572614503652,P,2.38
390,PSAG,2.5326899592479513,P,3.23
390,YHKR,2.8275288389441826,P,3.26
392,TMKS,1.4100239353977004,P,2.67
392,ABNG,1.6167557880195838,P,1.66
392,CEGI,1.666021021741957,P,2.17
392,PSAG,2.4349570997971197,P,3.04
392,YHKR,2.709624149339881,P,3.02
393,TMKS,1.3474262311774339,P,2.85
393,ABNG,1.563738864308656,P,1.79
393,CEGI,1.749016217633558,P,2.32
393,PSAG,2.534959149257862,P,3.18
393,YHKR,2.847189636149177,P,3.28
394,ABNG,1.6681791328007702,P,1.89
394,TMKS,1.746837748715281,P,2.94
394,CEGI,2.06313380369152,P,2.38
394,PSAG,2.8690267209950386,P,3.23
394,YHKR,3.151076545575787,P,3.34
395,TMKS,1.3700134363849683,P,2.86
395,ABNG,1.5747242178965597,P,1.79
395,CEGI,1.7488248575935152,P,2.27
395,PSAG,2.525896700927454,P,3.17
395,YHKR,2.8300797996832467,P,3.26
396,ABNG,1.9217907230147884,P,1.94
396,TMKS,2.278207768355083,P,3.05
396,CEGI,2.5487943552052483,P,2.43
396,PSAG,3.396361961370007,P,3.23
396,YHKR,3.6694973280377647,P,3.42
397,ABNG,2.0668811289958295,P,1.89
397,TMKS,2.4367304151520126,P,2.93
397,CEGI,2.522843604273492,P,2.34
397,PSAG,3.361598442261123,P,3.21
397,YHKR,3.587478655635493,P,3.34
398,CEGI,0.7673110104652389,P,2.33
398,ABNG,1.727054654299187,P,1.87
398,TMKS,2.269428844557351,P,2.86
398,PSAG,2.7892264467869654,P,3.18
398,YHKR,2.9649822056224653,P,3.27
400,TMKS,1.391333726359439,P,2.86
400,ABNG,1.6079112494658483,P,1.8
400,CEGI,1.7460625302084487,P,2.29
400,PSAG,2.495245557644339,P,3.25
400,YHKR,2.786015291442101,P,3.27
401,CEGI,2.4192769586522003,P,2.27
401,TMKS,2.705955464491064,P,2.59
401,PSAG,3.2518084116055253,P,2.72
401,YHKR,3.3596500594642262,P,2.99
402,ABNG,1.6626244453076542,P,1.86
402,TMKS,1.67796391109001,P,2.93
402,CEGI,2.0596270140205117,P,2.37
402,PSAG,2.8456956053724256,P,3.27
402,YHKR,3.140121142301328,P,3.43
403,CEGI,2.182231586770944,P,2.08
403,ABNG,2.557507007948523,P,1.66
403,TMKS,3.0247300039812415,P,2.77
403,PSAG,3.426380956069144,P,3.04
404,ABNG,2.0206429639386703,P,1.84
404,TMKS,2.404905359117905,P,2.92
404,CEGI,2.482928388812948,P,2.32
404,PSAG,3.3379886477097154,P,3.19
404,YHKR,3.564389360536389,P,3.24
405,TMKS,1.375015164061742,P,2.77
405,ABNG,1.5726141796157733,P,1.65
405,CEGI,1.6372895493621304,P,2.13
405,PSAG,2.439885800318551,P,3.04
405,YHKR,2.7254997996455304,P,3.09
406,CEGI,0.6140266465060155,P,2.11
406,ABNG,1.631931284508331,P,1.78
406,TMKS,2.336019440375541,P,2.84
406,PSAG,2.9133165824048097,P,3.17
406,YHKR,3.102008661931801,P,3.32
407,CEGI,1.658450326447732,P,2.12
407,ABNG,1.9626139249244121,P,1.85
407,TMKS,2.7573900371665516,P,2.61
407,PSAG,3.387532762738903,P,2.97
409,TMKS,1.4094425840143452,P,2.85
409,ABNG,1.6167434415918753,P,1.78
409,CEGI,1.7517085461164943,P,2.3
409,PSAG,2.4974597039284614,P,3.16
409,YHKR,2.7841468048875226,P,3.29
410,ABNG,2.0797390586731317,P,1.95
410,CEGI,2.52369493185547,P,2.45
410,TMKS,2.6793652648925907,P,3.0
410,YHKR,3.789561861627121,P,3.58
412,ABNG,1.6955449320035039,P,1.91
412,TMKS,1.9696809557595856,P,3.03
412,CEGI,2.2227363878266884,P,2.36
412,PSAG,3.1036120423979563,P,3.29
412,YHKR,3.3846148515079917,P,3.33
413,ABNG,1.8906312360366953,P,1.8
413,TMKS,2.3616203821308375,P,2.77
413,CEGI,2.5479803026785577,P,2.35
413,PSAG,3.465563994502521,P,3.28
413,YHKR,3.7350377864059188,P,3.48
414,TMKS,1.4382186790439349,P,2.96
414,ABNG,1.622064355784672,P,1.77
414,CEGI,1.7651779654563127,P,2.26
414,PSAG,2.5145555166657,P,3.14
414,YHKR,2.797486171932393,P,3.41
415,ABNG,1.790913885192093,P,1.81
415,TMKS,2.1184314239598674,P,2.9
415,CEGI,2.3673072246738545,P,2.4
415,PSAG,3.237843557968688,P,3.26
415,YHKR,3.5133325963290156,P,3.33
416,CEGI,1.685085846984666,P,2.27
416,ABNG,1.913385329811634,P,1.76
416,TMKS,2.811635925042803,P,2.89
416,PSAG,3.484604625712019,P,3.15
416,YHKR,3.631875451928618,P,3.19
417,CEGI,2.0793869279262505,P,2.0
417,TMKS,2.679264551668538,P,2.59
417,PSAG,3.3160990521250726,P,2.96
418,CEGI,2.779898977835623,P,2.7
418,ABNG,2.897163520210927,P,2.19
418,YHKR,3.923453426026523,P,3.6
418,REND,3.7772421538152487,P,3.67
419,TMKS,1.4540602782895031,P,2.86
419,ABNG,1.5110887407292548,P,1.8
419,CEGI,1.7919776724289345,P,2.31
419,PSAG,2.660738815051638,P,3.19
419,YHKR,2.9771448166209455,P,3.33
420,TMKS,1.4078234552006181,P,3.03
420,ABNG,1.6588531862691136,P,1.92
420,CEGI,1.824047646687633,P,2.44
420,PSAG,2.516432994266253,P,3.3
420,YHKR,2.8063527030290185,P,3.32
421,ABNG,1.9932327845019437,P,1.89
421,TMKS,2.4428076780583505,P,3.13
421,CEGI,2.6509995738678267,P,2.43
421,PSAG,3.532296822186478,P,3.34
421,YHKR,3.796523499134386,P,3.56
422,ABNG,2.0521009708417006,P,1.79
422,TMKS,3.2350118209842806,P,2.85
422,PSAG,3.7177898573215726,P,3.18
423,CEGI,1.3600073837431046,P,2.26
423,ABNG,2.0474945062436367,P,1.76
423,TMKS,3.2223490277087166,P,2.83
423,PSAG,3.701465865733422,P,3.16
423,YHKR,3.828402524049859,P,3.22
424,TMKS,1.4255638205060541,P,2.84
424,ABNG,1.5244897772189412,P,1.72
424,CEGI,1.7588761327682318,P,2.27
424,PSAG,2.6056402035444335,P,3.18
424,YHKR,2.9152620437539687,P,3.4
425,ABNG,2.0465527623419897,P,1.89
425,CEGI,2.604882886902338,P,2.39
425,YHKR,3.7001488254471617,P,3.37
426,ABNG,1.743793447476255,P,1.84
426,CEGI,2.23874581076455,P,2.39
426,PSAG,3.0974397819054045,P,3.32
426,YHKR,3.366129931558469,P,3.46
427,ABNG,1.6340243976769309,P,1.68
427,TMKS,2.167416789380081,P,2.81
427,PSAG,2.7584607893874202,P,3.08
427,YHKR,2.952476899090159,P,3.44
428,ABNG,2.6903252507956497,P,2.3
428,CEGI,2.633048217656566,P,2.55
428,TMKS,2.9218295570730612,P,2.84
428,PSAG,3.5578812156459283,P,3.39
428,YHKR,3.69689858007313,P,3.5
429,ABNG,1.7057363015993514,P,1.96
429,TMKS,1.7793822804791166,P,3.01
429,CEGI,2.1242257600361376,P,2.47
429,PSAG,2.909074921928306,P,3.33
429,YHKR,3.1918911818504374,P,3.35
430,CEGI,2.5181016339631137,P,2.26
430,TMKS,2.9469432369677597,P,2.8
430,PSAG,3.503343531892,P,3.23
430,YHKR,3.607451098112786,P,3.24
431,ABNG,1.6583762991130353,P,1.8
431,TMKS,2.022150059109296,P,2.8
431,CEGI,2.2370031003130797,P,2.32
431,PSAG,3.1753608900269494,P,3.24
431,YHKR,3.460036417669453,P,3.45
432,TMKS,1.3429308113162393,P,2.83
432,ABNG,1.5689552828631557,P,1.75
432,CEGI,1.7438894951471167,P,2.24
432,PSAG,2.521465015060796,P,3.17
432,YHKR,2.832799214547692,P,3.37
433,CEGI,2.4243866197554187,P,2.23
433,ABNG,2.698244217578233,P,1.73
433,TMKS,2.9918952474509584,P,2.85
433,PSAG,3.4900283397276715,P,3.12
433,YHKR,3.5698192053961844,P,3.16
434,CEGI,1.218751098631448,P,2.12
434,ABNG,1.97878201615371,P,1.63
434,TMKS,3.0252412097281693,P,2.66
434,PSAG,3.478066597766162,P,3.01
434,YHKR,3.606446654651256,P,3.12
435,CEGI,2.4464118445910836,P,2.32
435,TMKS,2.745077249738817,P,2.84
435,PSAG,3.371012188561573,P,3.16
435,YHKR,3.507055828994628,P,3.41
436,TMKS,1.4095829968386402,P,2.88
436,ABNG,1.602579833097165,P,1.78
436,CEGI,1.764309533483404,P,2.3
436,PSAG,2.5225950362671434,P,3.21
436,YHKR,2.8148475986311414,P,3.41
437,CEGI,1.4730284836461431,P,2.08
437,ABNG,1.7613438284560579,P,1.61
437,TMKS,2.6721248685674195,P,2.64
437,PSAG,3.3474083048545458,P,2.98
437,YHKR,3.498354457971591,P,2.98
438,CEGI,2.475024771477599,P,2.34
438,ABNG,2.602492837669038,P,1.82
438,TMKS,2.7893845512426547,P,2.86
438,PSAG,3.404572360307054,P,3.17
438,YHKR,3.5342667344208407,P,3.19
440,ABNG,1.443236913521054,P,1.58
440,TMKS,1.4862748670789636,P,2.66
440,CEGI,1.6969486954154562,P,2.14
440,PSAG,2.649287632241535,P,3.08
440,YHKR,2.9557560297127665,P,3.29
441,TMKS,1.4027374902158447,P,2.96
441,ABNG,1.658510611284853,P,1.87
441,CEGI,1.7844072553020371,P,2.37
441,PSAG,2.480380473989276,P,3.28
441,YHKR,2.7639914089570095,P,3.29
442,CEGI,2.3716742156001245,P,2.24
442,ABNG,2.4951859364285998,P,1.75
442,TMKS,2.74965912871389,P,2.8
442,PSAG,3.386263316723933,P,3.13
442,YHKR,3.5251090798438716,P,3.19
443,TMKS,1.4034885931876107,P,2.96
443,ABNG,1.6179132670365395,P,1.89
443,CEGI,1.77823025384254,P,2.34
443,PSAG,2.516740473063684,P,3.24
443,YHKR,2.808582407052291,P,3.29
444,ABNG,1.752660275607504,P,1.79
444,TMKS,2.235177088517676,P,2.62
444,CEGI,2.4102375491454686,P,2.29
444,PSAG,3.37304633448259,P,3.21
444,YHKR,3.652148507772953,P,3.42
445,ABNG,1.6571880834091135,P,1.47
445,CEGI,1.5943604140824505,P,1.95
445,YHKR,3.171690427993781,P,2.85
445,REND,3.188805853283604,P,3.14
446,ABNG,1.4204799931639167,P,1.63
446,TMKS,1.6829994188188089,P,2.8
446,CEGI,1.817740301932442,P,2.18
446,PSAG,2.840425769496911,P,3.2
446,YHKR,3.138916127594005,P,3.27
448,ABNG,1.68884893448568,P,1.46
448,CEGI,2.1255347868906744,P,2.02
448,TMKS,2.5359698845962613,P,2.53
448,PSAG,3.443718840366021,P,2.89
448,YHKR,3.670146663876775,P,3.07
449,ABNG,2.047580778303238,P,1.85
449,CEGI,2.508985487729876,P,2.32
449,YHKR,3.5727609529147077,P,3.35
450,TMKS,1.408429206442134,P,2.9
450,ABNG,1.6374780704721106,P,1.79
450,CEGI,1.7592280527864377,P,2.29
450,PSAG,2.4831979696455653,P,3.15
450,YHKR,2.766504329747936,P,3.22
452,TMKS,1.3808647077760283,P,2.92
452,ABNG,1.5916947596597235,P,1.77
452,CEGI,1.7293482167485608,P,2.25
452,PSAG,2.4937445405313468,P,3.17
452,YHKR,2.7880874078041797,P,3.23
453,CEGI,2.4264274650334854,P,2.19
453,ABNG,2.633623650030319,P,1.73
453,TMKS,2.85745334470914,P,2.75
453,PSAG,3.418391085240936,P,3.06
453,YHKR,3.5270156424656465,P,3.16
454,CEGI,2.3346612041505734,P,2.17
454,TMKS,2.741352078806539,P,2.72
454,PSAG,3.34382010547887,P,3.05
454,YHKR,3.4718932736865904,P,3.47
455,TMKS,1.4255048346759889,P,2.95
455,ABNG,1.6209352929964966,P,1.88
455,CEGI,1.7912947893913236,P,2.38
455,PSAG,2.532740362080879,P,3.25
455,YHKR,2.8225541355227555,P,3.36
456,CEGI,2.393396813988283,P,2.31
456,TMKS,2.8629166790646297,P,2.85
456,PSAG,3.5716001306124814,P,3.29
456,YHKR,3.737626693248987,P,3.46
458,ABNG,1.691139248097534,P,1.88
458,TMKS,2.024528071375121,P,2.97
458,CEGI,2.22477997993881,P,2.37
458,PSAG,3.134632435015292,P,3.26
458,YHKR,3.4094243490622524,P,3.3
459,CEGI,2.419477346008963,P,2.26
459,ABNG,2.5656012494989335,P,1.72
459,TMKS,2.728875432799662,P,2.73
459,PSAG,3.3309544840590593,P,3.08
459,YHKR,3.4582492766603994,P,3.12
460,ABNG,1.9897846380902302,P,1.85
460,CEGI,2.4471184360301477,P,2.28
460,TMKS,2.8604688633679145,P,2.88
460,PSAG,3.7478821621618854,P,3.21
460,YHKR,3.967417218639426,P,3.61
461,ABNG,1.5185757020543658,P,1.49
461,TMKS,2.2851732845627066,P,2.51
461,PSAG,2.9392298148846567,P,2.89
461,YHKR,3.141123341207895,P,3.18
462,ABNG,2.4808393150585815,P,2.32
462,CEGI,2.81609194897801,P,2.81
462,TMKS,3.0295020752655355,P,3.35
462,YHKR,4.037913306822334,P,3.75
463,CEGI,2.3043028279272364,P,2.18
463,TMKS,3.081467562498391,P,2.78
463,PSAG,3.472986686007903,P,3.1
464,CEGI,0.6935936152709742,P,2.16
464,ABNG,1.5851706386776188,P,1.71
464,TMKS,2.6506262976137274,P,2.72
464,PSAG,3.2619620560624973,P,3.09
464,YHKR,3.4427147523687975,P,3.14
465,ABNG,1.518086960495154,P,1.44
465,CEGI,1.9455999448616046,P,1.91
465,PSAG,3.088982932907748,P,2.89
465,YHKR,3.3391142027262073,P,2.98
466,TMKS,1.3696210248735607,P,2.83
466,ABNG,1.5840664097159327,P,1.78
466,CEGI,1.774423081812543,P,2.55
466,PSAG,2.5403709223357733,P,3.13
466,YHKR,2.8475300920443707,P,3.34
467,ABNG,2.149954779764035,P,1.98
467,CEGI,2.5996609762224154,P,2.44
467,YHKR,3.7259028465982285,P,3.56
468,CEGI,2.6288099178065534,P,2.66
468,TMKS,2.926817987373786,P,3.22
468,PSAG,3.7360749756211913,P,3.56
468,YHKR,3.9322266812855844,P,3.82
469,ABNG,2.6394685730274507,P,2.42
469,CEGI,2.8415334316626115,P,2.83
469,TMKS,3.15889673418853,P,3.4
469,PSAG,3.9075812984034495,P,3.75
469,YHKR,4.083238874084112,P,3.89
470,ABNG,2.8719183445248486,P,2.63
470,CEGI,2.8439093751432516,P,2.94
470,TMKS,3.6247513204709767,P,3.9
470,YHKR,4.463765624080464,P,4.16
471,CEGI,2.3033590656912075,P,2.14
471,TMKS,2.678942808098322,P,2.67
471,PSAG,3.309635333382944,P,3.02
471,YHKR,3.4480057859628874,P,3.29
473,ABNG,2.1403265664586946,P,2.02
473,CEGI,2.5501179700488352,P,2.45
473,TMKS,2.825738449481953,P,2.85
473,PSAG,3.6924813215330428,P,3.39
473,YHKR,3.9054752748171326,P,3.62
474,TMKS,1.4307938647717744,P,2.88
474,ABNG,1.5590345559680798,P,1.85
474,CEGI,1.7970499744244375,P,2.3
474,PSAG,2.605794522102371,P,3.21
474,YHKR,2.9126948619218993,P,3.44
475,CEGI,1.4817710368074841,P,2.12
475,ABNG,1.843531924166097,P,1.64
475,TMKS,2.793948990243507,P,2.65
475,PSAG,3.421995796786931,P,3.04
476,ABNG,2.0656849444584826,P,1.8
476,CEGI,2.644853304814784,P,2.62
476,TMKS,2.9737461102999974,P,2.9
476,PSAG,3.8968310326952205,P,3.28
477,ABNG,2.404345024636707,P,2.28
477,CEGI,2.750820443826802,P,2.74
477,PSAG,3.7613327766861353,P,3.59
477,YHKR,3.9609994560716233,P,3.76
478,CEGI,1.251686738014867,P,2.06
478,ABNG,1.9472864047155862,P,1.61
478,TMKS,3.085563863997311,P,2.77
478,PSAG,3.585882417017985,P,3.01
478,YHKR,3.7184866066033027,P,3.2
479,CEGI,1.3502701242849449,P,2.14
479,ABNG,2.0472978396450725,P,1.7
479,TMKS,3.1818859900292087,P,2.75
479,PSAG,3.648883921382384,P,3.11
479,YHKR,3.772693279236537,P,3.24
480,ABNG,1.6651235643974265,P,1.79
480,TMKS,2.0209384001695994,P,2.8
480,CEGI,2.2189702366815607,P,2.26
480,PSAG,3.1501829256794807,P,3.21
480,YHKR,3.429334018146285,P,3.41
481,CEGI,1.5871614523466053,P,2.23
481,ABNG,2.1411963799611016,P,1.81
481,TMKS,3.0917569667042186,P,2.91
481,PSAG,3.533722560653295,P,3.16
481,YHKR,3.6335258615786765,P,3.22
482,ABNG,2.199300382959909,P,2.0
482,TMKS,2.5456171387401985,P,3.03
482,CEGI,2.536977116647976,P,2.44
482,PSAG,3.394838410387126,P,3.31
482,YHKR,3.603143944167101,P,3.33
483,ABNG,2.429977170962917,P,2.24
483,CEGI,2.7188021078591804,P,2.72
483,YHKR,3.940979533243933,P,3.63
484,CEGI,2.2582799511120637,P,2.16
484,TMKS,2.8111166468248414,P,2.78
484,PSAG,3.5035778815307155,P,3.13
484,YHKR,3.662847569139986,P,3.39
485,ABNG,2.1916103583022664,P,2.0
485,CEGI,2.5708229852295927,P,2.48
485,TMKS,2.778837364554442,P,3.15
485,PSAG,3.6331242694661263,P,3.2
485,YHKR,3.8421176781276345,P,3.64
486,ABNG,2.198048796991348,P,2.08
486,CEGI,2.7134431728399124,P,2.55
486,REND,3.841641676588885,P,3.81
486,YHKR,4.424293100640479,P,3.59
488,CEGI,1.3584625235465533,P,2.22
488,ABNG,2.0560151536806393,P,1.76
488,TMKS,3.222140249330679,P,2.84
488,PSAG,3.6950346115714265,P,3.16
488,YHKR,3.8206110883940143,P,3.17
489,ABNG,2.021162932917118,P,1.92
489,CEGI,2.4599911593713397,P,2.3
489,TMKS,2.801066226520151,P,2.91
489,PSAG,3.6842525784873286,P,3.28
489,YHKR,3.9016070637594495,P,3.57
490,ABNG,2.4349057447473745,P,2.3
490,CEGI,2.678465140152592,P,2.74
490,TMKS,3.0128259139013625,P,3.29
490,YHKR,3.9818706147589507,P,3.67
491,TMKS,1.3878977701398338,P,2.83
491,ABNG,1.5911414402996957,P,1.75
491,CEGI,1.7367098824154543,P,2.21
491,PSAG,2.5029066511519216,P,3.15
491,YHKR,2.7972565928599233,P,3.36
492,CEGI,2.7651976912994676,P,2.79
492,PSAG,3.979493830470196,P,3.53
492,YHKR,4.084767849846019,P,3.7
494,ABNG,1.9060543908187833,P,1.89
494,CEGI,2.5381085182794094,P,2.36
494,YHKR,3.6962527936178766,P,3.5
495,CEGI,2.2971612236122976,P,2.19
495,TMKS,2.5587814300879512,P,2.54
495,PSAG,3.341100554705751,P,2.9
495,YHKR,3.531604946107271,P,3.3
496,CEGI,2.667655930412308,P,2.64
496,PSAG,3.808236322430978,P,3.56
496,YHKR,3.9827995092191566,P,3.75
497,ABNG,2.280676051972587,P,2.07
497,TMKS,2.597097856346463,P,3.09
497,CEGI,2.6350619786724434,P,2.51
497,PSAG,3.446048083407565,P,3.38
497,YHKR,3.6535780630428043,P,3.46
498,ABNG,1.9790731413544,P,1.78
498,CEGI,2.4768759165135257,P,2.32
498,TMKS,2.73941640325818,P,2.85
498,PSAG,3.6487985305263244,P,3.18
499,CEGI,2.161843494648433,P,2.06
499,TMKS,2.6321710218829857,P,2.66
499,PSAG,3.3205030997523313,P,3.01
500,CEGI,2.6491232014171446,P,2.5
500,ABNG,2.822747488744924,P,2.16
500,TMKS,3.0712947959473187,P,3.0
500,YHKR,3.746421158452076,P,3.44
501,CEGI,2.4787503721390807,P,2.31
501,ABNG,2.695239844768602,P,1.86
501,TMKS,2.969897122173505,P,2.91
501,PSAG,3.5280802797547204,P,3.25
501,YHKR,3.63052248336422,P,3.28
502,CEGI,2.377144954729793,P,2.34
502,ABNG,2.5182239548047907,P,1.57
502,TMKS,2.6623357716030625,P,2.63
502,PSAG,3.272112487785215,P,2.91
502,YHKR,3.4027501902201074,P,3.1
503,ABNG,2.708405432979971,P,2.1
503,CEGI,2.6199958957789615,P,2.56
503,YHKR,3.9197738157274253,P,3.59
503,REND,3.788145379711,P,3.71
504,ABNG,2.5377634738838024,P,2.44
504,CEGI,2.9635750804024017,P,2.85
504,TMKS,3.0495601998052346,P,3.41
504,YHKR,4.101090521001832,P,3.91
505,CEGI,2.1080474903264554,P,2.01
505,TMKS,2.664670171152783,P,2.68
505,PSAG,3.327060457236074,P,2.94
506,ABNG,1.879958664194071,P,1.73
506,CEGI,2.4345038025653363,P,2.14
506,TMKS,2.8401216531028255,P,2.8
507,ABNG,1.8211960409674088,P,2.02
507,TMKS,2.3130557796565285,P,2.95
507,PSAG,2.7707843384040256,P,3.23
507,YHKR,2.9393197893671834,P,3.35
508,ABNG,2.020323057850157,P,1.85
508,CEGI,2.421488258787152,P,2.24
508,PSAG,3.3515143030134738,P,3.13
508,YHKR,3.5718325967241062,P,3.49
509,ABNG,1.6776832216953077,P,1.88
509,TMKS,2.0050568854958346,P,2.85
509,CEGI,2.221724017145776,P,2.29
509,PSAG,3.1334924355552722,P,3.19
509,YHKR,3.4136409802262357,P,3.43
510,ABNG,2.524819118164178,P,2.34
510,CEGI,2.604283309638802,P,2.53
510,TMKS,2.982343406885582,P,3.18
510,PSAG,3.6953000845936774,P,3.48
510,YHKR,3.8608295926698193,P,3.53
511,ABNG,2.2579704870794783,P,1.92
511,CEGI,2.4729779324429755,P,2.37
511,TMKS,2.7435846087329256,P,2.91
511,PSAG,3.5307415338139028,P,3.22
511,YHKR,3.721348267973693,P,3.49
512,ABNG,2.2780674921783093,P,2.15
512,CEGI,2.6847731547266767,P,2.59
512,TMKS,2.8914893678611073,P,3.24
512,PSAG,3.747845924179466,P,3.56
512,YHKR,3.957450922458119,P,3.71
513,ABNG,2.281546642391618,P,2.1
513,CEGI,2.5920850682499688,P,2.56
513,TMKS,2.867056128918519,P,3.08
513,PSAG,3.687153220915473,P,3.5
513,YHKR,3.8862951403690813,P,3.66
514,ABNG,2.352088766385582,P,2.26
514,CEGI,2.7475447271964133,P,2.71
514,TMKS,2.93006180348604,P,3.19
514,PSAG,3.7765718156984205,P,3.51
514,YHKR,3.982077557102307,P,3.7
515,ABNG,2.0260582115239942,P,1.59
515,CEGI,2.1985490560502754,P,2.1
515,TMKS,2.5719423349912476,P,2.51
515,PSAG,3.368941336811397,P,2.89
515,YHKR,3.565771403215897,P,2.92
516,ABNG,1.9356823678233386,P,1.79
516,CEGI,2.256462544222349,P,2.08
516,TMKS,2.6142530745608044,P,2.66
516,PSAG,3.46881607081383,P,2.95
517,TMKS,1.5251989569292277,P,3.05
517,ABNG,1.5853788931932105,P,1.94
517,CEGI,1.8854015846315682,P,2.4
517,PSAG,2.6920959149216874,P,3.31
517,YHKR,2.9930548731069324,P,3.58
518,ABNG,1.6878997263122568,P,1.94
518,TMKS,1.9058670361611723,P,2.95
518,CEGI,2.186118041235283,P,2.33
518,PSAG,3.044661334248903,P,3.26
518,YHKR,3.327030880899639,P,3.33
519,TMKS,1.3928041449891468,P,2.82
519,ABNG,1.6254715177223507,P,1.89
519,CEGI,1.7911073556523267,P,2.3
519,PSAG,2.5168473402419713,P,3.18
519,YHKR,2.811352192089569,P,3.3
520,ABNG,2.434249546451869,P,2.22
520,CEGI,2.6466220870887858,P,2.59
520,TMKS,2.9875351653584947,P,3.17
520,PSAG,3.7580128786851117,P,3.51
520,YHKR,3.942448792416686,P,3.74
521,CEGI,2.147670370988042,P,1.95
521,TMKS,2.538715561810775,P,2.55
521,PSAG,3.196835084765914,P,2.91
521,YHKR,3.3477740483372713,P,3.07
522,ABNG,1.9959531852243577,P,1.88
522,TMKS,2.3253530193454766,P,2.86
522,CEGI,2.616558054117789,P,2.46
522,PSAG,3.429435618801637,P,3.21
522,YHKR,3.6988062575380978,P,3.33
523,ABNG,2.4063917656463527,P,2.12
523,CEGI,2.6194331064114937,P,2.56
523,TMKS,3.03351852835744,P,3.18
523,PSAG,3.808282805941107,P,3.55
523,YHKR,3.9932530251958274,P,3.8
524,CEGI,2.439235629811809,P,2.43
524,TMKS,2.791048736027872,P,3.07
524,PSAG,3.5714387284197593,P,3.33
524,YHKR,3.7611264086868257,P,3.57
525,CEGI,2.4172835358018046,P,2.22
525,TMKS,2.961028278361396,P,2.87
525,PSAG,3.511560981088684,P,3.22
525,YHKR,3.6121328403844335,P,3.25
526,CEGI,2.493592631636731,P,2.23
526,ABNG,2.746833258756017,P,1.84
526,TMKS,2.9668020312084504,P,2.87
526,PSAG,3.4650882657164286,P,3.14
526,YHKR,3.544811521255971,P,3.16
527,CEGI,2.4580435877563938,P,2.28
527,TMKS,2.968656135715418,P,2.93
527,PSAG,3.516533417049382,P,3.23
527,YHKR,3.616015065357569,P,3.3
528,CEGI,2.2454694786082596,P,2.17
528,TMKS,2.464557563547273,P,2.4
528,PSAG,3.2583596035274724,P,2.76
528,YHKR,3.4536159838362583,P,3.22
529,CEGI,2.553092323844052,P,2.46
529,TMKS,2.997213908669047,P,3.01
529,PSAG,3.6556580315043363,P,3.35
529,YHKR,3.8022543625763356,P,3.46
530,TMKS,1.371814333610726,P,2.84
530,ABNG,1.606305150535195,P,1.9
530,CEGI,1.7977204205711135,P,2.31
530,PSAG,2.538445051502899,P,3.12
530,YHKR,2.843744390366345,P,3.4
531,CEGI,2.4483868929438004,P,2.25
531,TMKS,2.697453860848694,P,2.7
531,PSAG,3.3405010831289905,P,3.2
531,YHKR,3.485778897597278,P,3.23
532,CEGI,2.477878232604189,P,2.24
532,TMKS,2.9522560738152244,P,2.88
532,PSAG,3.5047392553864234,P,3.14
532,YHKR,3.606646159234851,P,3.28
533,CEGI,2.347506790410945,P,2.0
533,TMKS,2.6300227025195304,P,2.33
533,ABNG,2.7152727108892734,P,1.38
533,PSAG,2.9213650657385415,P,2.66
